2017-06-26(Mon)|1,00:00~00:30,687727|2,00:30~01:00,1906712|3,01:00~01:30,18538607|4,01:30~02:00,200329|5,02:00~02:30,3612793|6,02:30~03:00,94798|7,03:00~03:30,74397|8,03:30~04:00,76725|9,04:00~04:30,4491270|10,04:30~05:00,2343519|11,05:00~05:30,215115|12,05:30~06:00,45572|13,06:00~06:30,2077519|14,06:30~07:00,78457|15,07:00~07:30,14011291|16,07:30~08:00,137958|17,08:00~08:30,485171|18,08:30~09:00,460095|19,09:00~09:30,1389245|20,09:30~10:00,1490676|21,10:00~10:30,2004421|22,10:30~11:00,2238766|23,11:00~11:30,2123487|24,11:30~12:00,2133425|25,12:00~12:30,1585138|26,12:30~13:00,1352604|27,13:00~13:30,1438798|28,13:30~14:00,1914956|29,14:00~14:30,2593195|30,14:30~15:00,1905392|31,15:00~15:30,2387353|32,15:30~16:00,1911009|33,16:00~16:30,1846191|34,16:30~17:00,1880351|35,17:00~17:30,1808894|36,17:30~18:00,1830453|37,18:00~18:30,1837393|38,18:30~19:00,1212280|39,19:00~19:30,1823167|40,19:30~20:00,1525818|41,20:00~20:30,562492|42,20:30~21:00,2415083|43,21:00~21:30,316607|44,21:30~22:00,531186|45,22:00~22:30,3874420|46,22:30~23:00,7976460|47,23:00~23:30,7487706|48,23:30~24:00,1118080|
2017-06-27(Tue)|1,00:00~00:30,1528844|2,00:30~01:00,3356066|3,01:00~01:30,25839634|4,01:30~02:00,1156498|5,02:00~02:30,2239101|6,02:30~03:00,204089|7,03:00~03:30,738126|8,03:30~04:00,7108448|9,04:00~04:30,10009740|10,04:30~05:00,16687691|11,05:00~05:30,9392948|12,05:30~06:00,5950461|13,06:00~06:30,2296992|14,06:30~07:00,98899|15,07:00~07:30,14020980|16,07:30~08:00,146538|17,08:00~08:30,502763|18,08:30~09:00,408927|19,09:00~09:30,1097215|20,09:30~10:00,1282110|21,10:00~10:30,1419587|22,10:30~11:00,1560473|23,11:00~11:30,1752926|24,11:30~12:00,1593941|25,12:00~12:30,1338060|26,12:30~13:00,1141124|27,13:00~13:30,1335984|28,13:30~14:00,1454736|29,14:00~14:30,1570895|30,14:30~15:00,1830191|31,15:00~15:30,2033110|32,15:30~16:00,1643436|33,16:00~16:30,1683743|34,16:30~17:00,1617930|35,17:00~17:30,1878408|36,17:30~18:00,1822387|37,18:00~18:30,1391723|38,18:30~19:00,1072500|39,19:00~19:30,949552|40,19:30~20:00,2661777|41,20:00~20:30,1857159|42,20:30~21:00,362013|43,21:00~21:30,7931528|44,21:30~22:00,554412|45,22:00~22:30,1601187|46,22:30~23:00,8708740|47,23:00~23:30,7208303|48,23:30~24:00,1291092|
2017-06-28(Wed)|1,00:00~00:30,2746908|2,00:30~01:00,4462483|3,01:00~01:30,15251659|4,01:30~02:00,6546073|5,02:00~02:30,2023815|6,02:30~03:00,90273|7,03:00~03:30,4191168|8,03:30~04:00,10103666|9,04:00~04:30,9525186|10,04:30~05:00,17270067|11,05:00~05:30,3494064|12,05:30~06:00,50567|13,06:00~06:30,2520168|14,06:30~07:00,252134|15,07:00~07:30,14071664|16,07:30~08:00,153021|17,08:00~08:30,504174|18,08:30~09:00,489973|19,09:00~09:30,921710|20,09:30~10:00,1181937|21,10:00~10:30,1350824|22,10:30~11:00,2335341|23,11:00~11:30,1727521|24,11:30~12:00,1683615|25,12:00~12:30,1274283|26,12:30~13:00,1235988|27,13:00~13:30,1275420|28,13:30~14:00,1665392|29,14:00~14:30,1588961|30,14:30~15:00,1803631|31,15:00~15:30,2328784|32,15:30~16:00,3609632|33,16:00~16:30,2106947|34,16:30~17:00,1764006|35,17:00~17:30,1854232|36,17:30~18:00,1827170|37,18:00~18:30,1532560|38,18:30~19:00,1135043|39,19:00~19:30,960695|40,19:30~20:00,1936791|41,20:00~20:30,513496|42,20:30~21:00,367394|43,21:00~21:30,292984|44,21:30~22:00,483192|45,22:00~22:30,3810664|46,22:30~23:00,9972482|47,23:00~23:30,6506115|48,23:30~24:00,1368801|
2017-06-29(Thu)|1,00:00~00:30,1626551|2,00:30~01:00,28289943|3,01:00~01:30,17996672|4,01:30~02:00,495953|5,02:00~02:30,8763561|6,02:30~03:00,322486|7,03:00~03:30,1934696|8,03:30~04:00,9912705|9,04:00~04:30,9507551|10,04:30~05:00,16862823|11,05:00~05:30,6235796|12,05:30~06:00,100583|13,06:00~06:30,2455696|14,06:30~07:00,82852|15,07:00~07:30,14170578|16,07:30~08:00,136525|17,08:00~08:30,412717|18,08:30~09:00,360168|19,09:00~09:30,903658|20,09:30~10:00,1281715|21,10:00~10:30,1388769|22,10:30~11:00,1955053|23,11:00~11:30,1593441|24,11:30~12:00,1689011|25,12:00~12:30,1327967|26,12:30~13:00,1291733|27,13:00~13:30,1246750|28,13:30~14:00,1792823|29,14:00~14:30,1678590|30,14:30~15:00,1810001|31,15:00~15:30,2266722|32,15:30~16:00,1822988|33,16:00~16:30,2035323|34,16:30~17:00,2041978|35,17:00~17:30,2142587|36,17:30~18:00,3795017|37,18:00~18:30,3024860|38,18:30~19:00,1059513|39,19:00~19:30,956394|40,19:30~20:00,926604|41,20:00~20:30,508965|42,20:30~21:00,378967|43,21:00~21:30,321730|44,21:30~22:00,834688|45,22:00~22:30,6407153|46,22:30~23:00,11910041|47,23:00~23:30,6555816|48,23:30~24:00,1466023|
2017-06-30(Fri)|1,00:00~00:30,132498149|2,00:30~01:00,5912060|3,01:00~01:30,14092190|4,01:30~02:00,7476660|5,02:00~02:30,9861140|6,02:30~03:00,513749|7,03:00~03:30,3214889|8,03:30~04:00,9734176|9,04:00~04:30,9502000|10,04:30~05:00,16925246|11,05:00~05:30,4497008|12,05:30~06:00,121424|13,06:00~06:30,2441852|14,06:30~07:00,87878|15,07:00~07:30,14137342|16,07:30~08:00,149323|17,08:00~08:30,373745|18,08:30~09:00,403266|19,09:00~09:30,987608|20,09:30~10:00,1645039|21,10:00~10:30,1522121|22,10:30~11:00,1832060|23,11:00~11:30,1915112|24,11:30~12:00,2165684|25,12:00~12:30,1915762|26,12:30~13:00,1317101|27,13:00~13:30,1384184|28,13:30~14:00,2723400|29,14:00~14:30,2459003|30,14:30~15:00,2310722|31,15:00~15:30,2454232|32,15:30~16:00,2485916|33,16:00~16:30,2211211|34,16:30~17:00,2138170|35,17:00~17:30,2131146|36,17:30~18:00,2476389|37,18:00~18:30,1722342|38,18:30~19:00,1411331|39,19:00~19:30,1218366|40,19:30~20:00,1129827|41,20:00~20:30,2045434|42,20:30~21:00,607784|43,21:00~21:30,490907|44,21:30~22:00,18010704|45,22:00~22:30,7027904|46,22:30~23:00,12122015|47,23:00~23:30,7292381|48,23:30~24:00,1287477|
2017-07-01(Sat)|1,00:00~00:30,70959470|2,00:30~01:00,64778185|3,01:00~01:30,34341011|4,01:30~02:00,30567371|5,02:00~02:30,45098307|6,02:30~03:00,2318686|7,03:00~03:30,393375|8,03:30~04:00,9928124|9,04:00~04:30,9578222|10,04:30~05:00,17129278|11,05:00~05:30,9301700|12,05:30~06:00,7449783|13,06:00~06:30,2432852|14,06:30~07:00,218197|15,07:00~07:30,14199458|16,07:30~08:00,572385|17,08:00~08:30,813708|18,08:30~09:00,616240|19,09:00~09:30,776214|20,09:30~10:00,1540773|21,10:00~10:30,1140211|22,10:30~11:00,1008753|23,11:00~11:30,1223464|24,11:30~12:00,1298480|25,12:00~12:30,1511646|26,12:30~13:00,1228658|27,13:00~13:30,969738|28,13:30~14:00,1113656|29,14:00~14:30,1076227|30,14:30~15:00,1488803|31,15:00~15:30,1096967|32,15:30~16:00,1086876|33,16:00~16:30,1029908|34,16:30~17:00,1207240|35,17:00~17:30,1195421|36,17:30~18:00,1205806|37,18:00~18:30,946683|38,18:30~19:00,933798|39,19:00~19:30,842366|40,19:30~20:00,848986|41,20:00~20:30,495480|42,20:30~21:00,487812|43,21:00~21:30,294111|44,21:30~22:00,469706|45,22:00~22:30,7386156|46,22:30~23:00,403371|47,23:00~23:30,6526443|48,23:30~24:00,123060|
2017-07-02(Sun)|1,00:00~00:30,47273626|2,00:30~01:00,2040183|3,01:00~01:30,13565449|4,01:30~02:00,895709|5,02:00~02:30,24472629|6,02:30~03:00,10118689|7,03:00~03:30,791832|8,03:30~04:00,94237|9,04:00~04:30,721145|10,04:30~05:00,542421|11,05:00~05:30,12934721|12,05:30~06:00,35993|13,06:00~06:30,1746458|14,06:30~07:00,62453|15,07:00~07:30,13820835|16,07:30~08:00,87266|17,08:00~08:30,134192|18,08:30~09:00,142605|19,09:00~09:30,240054|20,09:30~10:00,272622|21,10:00~10:30,344790|22,10:30~11:00,293301|23,11:00~11:30,348013|24,11:30~12:00,307562|25,12:00~12:30,492254|26,12:30~13:00,348932|27,13:00~13:30,363395|28,13:30~14:00,312470|29,14:00~14:30,310862|30,14:30~15:00,320167|31,15:00~15:30,314606|32,15:30~16:00,292489|33,16:00~16:30,295336|34,16:30~17:00,298358|35,17:00~17:30,280103|36,17:30~18:00,280330|37,18:00~18:30,287765|38,18:30~19:00,301150|39,19:00~19:30,314656|40,19:30~20:00,296430|41,20:00~20:30,271142|42,20:30~21:00,461957|43,21:00~21:30,632741|44,21:30~22:00,409204|45,22:00~22:30,6967878|46,22:30~23:00,377048|47,23:00~23:30,6543700|48,23:30~24:00,103790|
2017-07-03(Mon)|1,00:00~00:30,753266|2,00:30~01:00,2702072|3,01:00~01:30,12693816|4,01:30~02:00,4065603|5,02:00~02:30,7894332|6,02:30~03:00,3570614|7,03:00~03:30,804128|8,03:30~04:00,91130|9,04:00~04:30,1083871|10,04:30~05:00,642093|11,05:00~05:30,187785|12,05:30~06:00,110664|13,06:00~06:30,1458378|14,06:30~07:00,76587|15,07:00~07:30,7363977|16,07:30~08:00,186324|17,08:00~08:30,437153|18,08:30~09:00,772603|19,09:00~09:30,1930102|20,09:30~10:00,1986448|21,10:00~10:30,2644897|22,10:30~11:00,2786267|23,11:00~11:30,3420869|24,11:30~12:00,2135774|25,12:00~12:30,1913168|26,12:30~13:00,3602723|27,13:00~13:30,1549195|28,13:30~14:00,1787675|29,14:00~14:30,1929573|30,14:30~15:00,2009191|31,15:00~15:30,4955083|32,15:30~16:00,2076680|33,16:00~16:30,2211047|34,16:30~17:00,2267693|35,17:00~17:30,2102262|36,17:30~18:00,2588422|37,18:00~18:30,4728797|38,18:30~19:00,1430989|39,19:00~19:30,1363382|40,19:30~20:00,4171963|41,20:00~20:30,786345|42,20:30~21:00,414718|43,21:00~21:30,394770|44,21:30~22:00,559852|45,22:00~22:30,4561078|46,22:30~23:00,2397575|47,23:00~23:30,14471562|48,23:30~24:00,3746170|
2017-07-04(Tue)|1,00:00~00:30,3936117|2,00:30~01:00,3994575|3,01:00~01:30,20442845|4,01:30~02:00,6028372|5,02:00~02:30,5447909|6,02:30~03:00,3370661|7,03:00~03:30,345362|8,03:30~04:00,7284648|9,04:00~04:30,10441741|10,04:30~05:00,12874432|11,05:00~05:30,15565273|12,05:30~06:00,7531220|13,06:00~06:30,2037198|14,06:30~07:00,88784|15,07:00~07:30,7668071|16,07:30~08:00,125726|17,08:00~08:30,497316|18,08:30~09:00,444758|19,09:00~09:30,1257824|20,09:30~10:00,1120371|21,10:00~10:30,1469549|22,10:30~11:00,1922180|23,11:00~11:30,1855648|24,11:30~12:00,2153736|25,12:00~12:30,1435149|26,12:30~13:00,1302561|27,13:00~13:30,1375510|28,13:30~14:00,1692277|29,14:00~14:30,1709395|30,14:30~15:00,2089780|31,15:00~15:30,2994755|32,15:30~16:00,2116191|33,16:00~16:30,2356048|34,16:30~17:00,2032297|35,17:00~17:30,1865537|36,17:30~18:00,2052320|37,18:00~18:30,2059605|38,18:30~19:00,1525553|39,19:00~19:30,1334323|40,19:30~20:00,1676769|41,20:00~20:30,613528|42,20:30~21:00,440800|43,21:00~21:30,338195|44,21:30~22:00,631760|45,22:00~22:30,5089002|46,22:30~23:00,2280637|47,23:00~23:30,6975478|48,23:30~24:00,1476348|
2017-07-05(Wed)|1,00:00~00:30,2343323|2,00:30~01:00,3387564|3,01:00~01:30,18483733|4,01:30~02:00,5417271|5,02:00~02:30,3147452|6,02:30~03:00,3177735|7,03:00~03:30,5250901|8,03:30~04:00,9744937|9,04:00~04:30,10979257|10,04:30~05:00,11543557|11,05:00~05:30,1609442|12,05:30~06:00,605490|13,06:00~06:30,2070521|14,06:30~07:00,244466|15,07:00~07:30,8469926|16,07:30~08:00,193001|17,08:00~08:30,425181|18,08:30~09:00,1495958|19,09:00~09:30,997846|20,09:30~10:00,1085273|21,10:00~10:30,1444070|22,10:30~11:00,1828167|23,11:00~11:30,1909585|24,11:30~12:00,1881487|25,12:00~12:30,1404733|26,12:30~13:00,1364080|27,13:00~13:30,1460470|28,13:30~14:00,1517492|29,14:00~14:30,1682744|30,14:30~15:00,1672937|31,15:00~15:30,1803717|32,15:30~16:00,1871267|33,16:00~16:30,1830111|34,16:30~17:00,1753495|35,17:00~17:30,1654651|36,17:30~18:00,1775263|37,18:00~18:30,1884030|38,18:30~19:00,1274102|39,19:00~19:30,1041860|40,19:30~20:00,954463|41,20:00~20:30,588457|42,20:30~21:00,1024637|43,21:00~21:30,441094|44,21:30~22:00,507656|45,22:00~22:30,1978368|46,22:30~23:00,2315116|47,23:00~23:30,6902005|48,23:30~24:00,1638571|
2017-07-06(Thu)|1,00:00~00:30,1657763|2,00:30~01:00,3048670|3,01:00~01:30,19400427|4,01:30~02:00,4644704|5,02:00~02:30,3800105|6,02:30~03:00,779059|7,03:00~03:30,1968304|8,03:30~04:00,9451417|9,04:00~04:30,9497164|10,04:30~05:00,19141112|11,05:00~05:30,9619379|12,05:30~06:00,1910851|13,06:00~06:30,1985483|14,06:30~07:00,141073|15,07:00~07:30,8768888|16,07:30~08:00,173902|17,08:00~08:30,445006|18,08:30~09:00,303072|19,09:00~09:30,932584|20,09:30~10:00,1140452|21,10:00~10:30,1603934|22,10:30~11:00,1573375|23,11:00~11:30,1701445|24,11:30~12:00,1892902|25,12:00~12:30,1386676|26,12:30~13:00,1981132|27,13:00~13:30,1642527|28,13:30~14:00,1649805|29,14:00~14:30,1842904|30,14:30~15:00,1962758|31,15:00~15:30,1773551|32,15:30~16:00,1853360|33,16:00~16:30,1774365|34,16:30~17:00,1777759|35,17:00~17:30,1779862|36,17:30~18:00,1711236|37,18:00~18:30,1614070|38,18:30~19:00,1060974|39,19:00~19:30,1208357|40,19:30~20:00,871474|41,20:00~20:30,475248|42,20:30~21:00,15502742|43,21:00~21:30,35015935|44,21:30~22:00,15506880|45,22:00~22:30,109705460|46,22:30~23:00,153221409|47,23:00~23:30,126430247|48,23:30~24:00,140171598|
2017-07-07(Fri)|1,00:00~00:30,145892228|2,00:30~01:00,81577538|3,01:00~01:30,63897720|4,01:30~02:00,6059200|5,02:00~02:30,3690098|6,02:30~03:00,159409|7,03:00~03:30,1764731|8,03:30~04:00,9606389|9,04:00~04:30,9402207|10,04:30~05:00,12785289|11,05:00~05:30,3057888|12,05:30~06:00,229274|13,06:00~06:30,1940010|14,06:30~07:00,116913|15,07:00~07:30,9079345|16,07:30~08:00,169607|17,08:00~08:30,448867|18,08:30~09:00,333526|19,09:00~09:30,1143075|20,09:30~10:00,1352378|21,10:00~10:30,1465939|22,10:30~11:00,2646330|23,11:00~11:30,3002751|24,11:30~12:00,2269488|25,12:00~12:30,1545652|26,12:30~13:00,1477820|27,13:00~13:30,1603297|28,13:30~14:00,1793083|29,14:00~14:30,1806494|30,14:30~15:00,1964854|31,15:00~15:30,2140431|32,15:30~16:00,2044296|33,16:00~16:30,2976550|34,16:30~17:00,3956337|35,17:00~17:30,1993094|36,17:30~18:00,2062734|37,18:00~18:30,1743672|38,18:30~19:00,2316379|39,19:00~19:30,1352961|40,19:30~20:00,1397008|41,20:00~20:30,4012349|42,20:30~21:00,8601727|43,21:00~21:30,17284627|44,21:30~22:00,50749024|45,22:00~22:30,51431245|46,22:30~23:00,55725983|47,23:00~23:30,101825410|48,23:30~24:00,40827556|
2017-07-08(Sat)|1,00:00~00:30,8681205|2,00:30~01:00,8572139|3,01:00~01:30,27602575|4,01:30~02:00,406112|5,02:00~02:30,3759816|6,02:30~03:00,150924|7,03:00~03:30,448750|8,03:30~04:00,102510|9,04:00~04:30,9781131|10,04:30~05:00,13575966|11,05:00~05:30,9184179|12,05:30~06:00,9235794|13,06:00~06:30,1985339|14,06:30~07:00,66005|15,07:00~07:30,8985969|16,07:30~08:00,123539|17,08:00~08:30,374041|18,08:30~09:00,219153|19,09:00~09:30,361769|20,09:30~10:00,431365|21,10:00~10:30,664061|22,10:30~11:00,731718|23,11:00~11:30,921406|24,11:30~12:00,1002418|25,12:00~12:30,985571|26,12:30~13:00,995803|27,13:00~13:30,978637|28,13:30~14:00,976822|29,14:00~14:30,1085969|30,14:30~15:00,1102379|31,15:00~15:30,1104844|32,15:30~16:00,1080329|33,16:00~16:30,1086357|34,16:30~17:00,1063327|35,17:00~17:30,1116822|36,17:30~18:00,1065416|37,18:00~18:30,1037031|38,18:30~19:00,988242|39,19:00~19:30,948879|40,19:30~20:00,943047|41,20:00~20:30,506757|42,20:30~21:00,354897|43,21:00~21:30,287705|44,21:30~22:00,500292|45,22:00~22:30,1636456|46,22:30~23:00,1863686|47,23:00~23:30,9123929|48,23:30~24:00,703825|
2017-07-09(Sun)|1,00:00~00:30,3058107|2,00:30~01:00,8293944|3,01:00~01:30,12422949|4,01:30~02:00,1125195|5,02:00~02:30,3355437|6,02:30~03:00,9617189|7,03:00~03:30,141191|8,03:30~04:00,96939|9,04:00~04:30,142874|10,04:30~05:00,3781217|11,05:00~05:30,111100|12,05:30~06:00,40432|13,06:00~06:30,1640962|14,06:30~07:00,44490|15,07:00~07:30,9186375|16,07:30~08:00,96471|17,08:00~08:30,123537|18,08:30~09:00,122694|19,09:00~09:30,216587|20,09:30~10:00,218340|21,10:00~10:30,245937|22,10:30~11:00,277218|23,11:00~11:30,303496|24,11:30~12:00,309920|25,12:00~12:30,317354|26,12:30~13:00,307745|27,13:00~13:30,308404|28,13:30~14:00,310778|29,14:00~14:30,312164|30,14:30~15:00,324871|31,15:00~15:30,361246|32,15:30~16:00,317814|33,16:00~16:30,307468|34,16:30~17:00,298760|35,17:00~17:30,319050|36,17:30~18:00,308741|37,18:00~18:30,303279|38,18:30~19:00,314551|39,19:00~19:30,306877|40,19:30~20:00,286985|41,20:00~20:30,254063|42,20:30~21:00,230970|43,21:00~21:30,223911|44,21:30~22:00,266472|45,22:00~22:30,1371174|46,22:30~23:00,2044701|47,23:00~23:30,6755199|48,23:30~24:00,2496124|
2017-07-10(Mon)|1,00:00~00:30,3300360|2,00:30~01:00,8398409|3,01:00~01:30,12776975|4,01:30~02:00,3586822|5,02:00~02:30,8046637|6,02:30~03:00,3180741|7,03:00~03:30,1485764|8,03:30~04:00,2041484|9,04:00~04:30,2735649|10,04:30~05:00,1689210|11,05:00~05:30,559580|12,05:30~06:00,169740|13,06:00~06:30,1777514|14,06:30~07:00,315518|15,07:00~07:30,9841981|16,07:30~08:00,197066|17,08:00~08:30,473012|18,08:30~09:00,379374|19,09:00~09:30,1229651|20,09:30~10:00,1629235|21,10:00~10:30,2014923|22,10:30~11:00,2916581|23,11:00~11:30,2680858|24,11:30~12:00,2189761|25,12:00~12:30,1850920|26,12:30~13:00,1500966|27,13:00~13:30,1653081|28,13:30~14:00,1850110|29,14:00~14:30,1984425|30,14:30~15:00,2127714|31,15:00~15:30,2540380|32,15:30~16:00,2242838|33,16:00~16:30,2157067|34,16:30~17:00,2055204|35,17:00~17:30,2046060|36,17:30~18:00,2229203|37,18:00~18:30,1692016|38,18:30~19:00,1539660|39,19:00~19:30,1450266|40,19:30~20:00,1637073|41,20:00~20:30,1022404|42,20:30~21:00,496799|43,21:00~21:30,5697187|44,21:30~22:00,1192812|45,22:00~22:30,49936492|46,22:30~23:00,42729906|47,23:00~23:30,30582575|48,23:30~24:00,3195083|
2017-07-11(Tue)|1,00:00~00:30,3425778|2,00:30~01:00,9460359|3,01:00~01:30,13535406|4,01:30~02:00,4203068|5,02:00~02:30,5725564|6,02:30~03:00,4093106|7,03:00~03:30,3344902|8,03:30~04:00,324561|9,04:00~04:30,662215|10,04:30~05:00,9747680|11,05:00~05:30,9813513|12,05:30~06:00,8867809|13,06:00~06:30,10220293|14,06:30~07:00,8867823|15,07:00~07:30,15524627|16,07:30~08:00,188984|17,08:00~08:30,531325|18,08:30~09:00,350439|19,09:00~09:30,1162772|20,09:30~10:00,1283673|21,10:00~10:30,1699057|22,10:30~11:00,1864984|23,11:00~11:30,1692182|24,11:30~12:00,1770924|25,12:00~12:30,3763672|26,12:30~13:00,1282004|27,13:00~13:30,1368599|28,13:30~14:00,1781131|29,14:00~14:30,1771197|30,14:30~15:00,1827622|31,15:00~15:30,1984806|32,15:30~16:00,1933886|33,16:00~16:30,1948332|34,16:30~17:00,2132089|35,17:00~17:30,2068236|36,17:30~18:00,1898556|37,18:00~18:30,1579168|38,18:30~19:00,1313660|39,19:00~19:30,1182456|40,19:30~20:00,1133193|41,20:00~20:30,636578|42,20:30~21:00,451197|43,21:00~21:30,1011182|44,21:30~22:00,568580|45,22:00~22:30,59502867|46,22:30~23:00,64539603|47,23:00~23:30,6768757|48,23:30~24:00,3518956|
2017-07-12(Wed)|1,00:00~00:30,3464703|2,00:30~01:00,9188074|3,01:00~01:30,14086663|4,01:30~02:00,3913025|5,02:00~02:30,5260402|6,02:30~03:00,598383|7,03:00~03:30,5965280|8,03:30~04:00,9190414|9,04:00~04:30,10106277|10,04:30~05:00,15400532|11,05:00~05:30,9546932|12,05:30~06:00,6968037|13,06:00~06:30,2290246|14,06:30~07:00,157943|15,07:00~07:30,10088129|16,07:30~08:00,176151|17,08:00~08:30,760316|18,08:30~09:00,799916|19,09:00~09:30,1286046|20,09:30~10:00,1328256|21,10:00~10:30,1557693|22,10:30~11:00,1794305|23,11:00~11:30,1783768|24,11:30~12:00,1727221|25,12:00~12:30,1487374|26,12:30~13:00,1496601|27,13:00~13:30,1358699|28,13:30~14:00,1718719|29,14:00~14:30,1766620|30,14:30~15:00,2116689|31,15:00~15:30,1920083|32,15:30~16:00,1883357|33,16:00~16:30,1809608|34,16:30~17:00,2393094|35,17:00~17:30,1906145|36,17:30~18:00,1841613|37,18:00~18:30,1533556|38,18:30~19:00,1294485|39,19:00~19:30,1165922|40,19:30~20:00,1155818|41,20:00~20:30,664046|42,20:30~21:00,455319|43,21:00~21:30,347506|44,21:30~22:00,537667|45,22:00~22:30,1711568|46,22:30~23:00,5225944|47,23:00~23:30,10618891|48,23:30~24:00,3875120|
2017-07-13(Thu)|1,00:00~00:30,3920701|2,00:30~01:00,9486405|3,01:00~01:30,21347942|4,01:30~02:00,3970149|5,02:00~02:30,6172507|6,02:30~03:00,5866622|7,03:00~03:30,6678742|8,03:30~04:00,6220952|9,04:00~04:30,10062151|10,04:30~05:00,14820647|11,05:00~05:30,9815851|12,05:30~06:00,5455285|13,06:00~06:30,2428744|14,06:30~07:00,179028|15,07:00~07:30,10021722|16,07:30~08:00,198189|17,08:00~08:30,619327|18,08:30~09:00,407933|19,09:00~09:30,1445425|20,09:30~10:00,1574786|21,10:00~10:30,1934601|22,10:30~11:00,1830413|23,11:00~11:30,1736493|24,11:30~12:00,1642801|25,12:00~12:30,1385357|26,12:30~13:00,1252635|27,13:00~13:30,1281997|28,13:30~14:00,1538125|29,14:00~14:30,1735517|30,14:30~15:00,1895625|31,15:00~15:30,1836964|32,15:30~16:00,1849833|33,16:00~16:30,1887571|34,16:30~17:00,2062612|35,17:00~17:30,10287971|36,17:30~18:00,11660258|37,18:00~18:30,1549641|38,18:30~19:00,1269038|39,19:00~19:30,1191614|40,19:30~20:00,1220304|41,20:00~20:30,877189|42,20:30~21:00,456488|43,21:00~21:30,379351|44,21:30~22:00,1294220|45,22:00~22:30,3821460|46,22:30~23:00,7072616|47,23:00~23:30,6949314|48,23:30~24:00,5810199|
2017-07-14(Fri)|1,00:00~00:30,3834013|2,00:30~01:00,10736568|3,01:00~01:30,15917962|4,01:30~02:00,5179513|5,02:00~02:30,2044590|6,02:30~03:00,1721334|7,03:00~03:30,9056937|8,03:30~04:00,10235373|9,04:00~04:30,9629074|10,04:30~05:00,15866466|11,05:00~05:30,9549529|12,05:30~06:00,1037607|13,06:00~06:30,2248922|14,06:30~07:00,162542|15,07:00~07:30,10213101|16,07:30~08:00,198704|17,08:00~08:30,567963|18,08:30~09:00,504001|19,09:00~09:30,973568|20,09:30~10:00,1237540|21,10:00~10:30,1316006|22,10:30~11:00,1576977|23,11:00~11:30,1555592|24,11:30~12:00,1569456|25,12:00~12:30,1297320|26,12:30~13:00,1147654|27,13:00~13:30,1253709|28,13:30~14:00,1791812|29,14:00~14:30,1619114|30,14:30~15:00,1968088|31,15:00~15:30,1965753|32,15:30~16:00,1674092|33,16:00~16:30,1646029|34,16:30~17:00,1714963|35,17:00~17:30,4594291|36,17:30~18:00,3894567|37,18:00~18:30,1536929|38,18:30~19:00,1319066|39,19:00~19:30,1429090|40,19:30~20:00,1219686|41,20:00~20:30,729573|42,20:30~21:00,466155|43,21:00~21:30,370731|44,21:30~22:00,539732|45,22:00~22:30,3153738|46,22:30~23:00,7504219|47,23:00~23:30,6510207|48,23:30~24:00,4801381|
2017-07-15(Sat)|1,00:00~00:30,3364541|2,00:30~01:00,9526128|3,01:00~01:30,13829430|4,01:30~02:00,3283622|5,02:00~02:30,2810811|6,02:30~03:00,834390|7,03:00~03:30,5491337|8,03:30~04:00,2697234|9,04:00~04:30,9870277|10,04:30~05:00,14998134|11,05:00~05:30,9353258|12,05:30~06:00,6428963|13,06:00~06:30,2306780|14,06:30~07:00,102661|15,07:00~07:30,10099550|16,07:30~08:00,138126|17,08:00~08:30,458174|18,08:30~09:00,227698|19,09:00~09:30,433309|20,09:30~10:00,559214|21,10:00~10:30,626429|22,10:30~11:00,741503|23,11:00~11:30,865321|24,11:30~12:00,1033064|25,12:00~12:30,963637|26,12:30~13:00,972258|27,13:00~13:30,866280|28,13:30~14:00,923767|29,14:00~14:30,955411|30,14:30~15:00,1039862|31,15:00~15:30,1049955|32,15:30~16:00,1055951|33,16:00~16:30,1043224|34,16:30~17:00,1020098|35,17:00~17:30,1010210|36,17:30~18:00,981045|37,18:00~18:30,971008|38,18:30~19:00,956949|39,19:00~19:30,940488|40,19:30~20:00,956834|41,20:00~20:30,512421|42,20:30~21:00,350642|43,21:00~21:30,285766|44,21:30~22:00,471260|45,22:00~22:30,3205461|46,22:30~23:00,6692329|47,23:00~23:30,6078806|48,23:30~24:00,904616|
